Date,Province,District,Ga.Pa/Na.Pa.,Ward,Protected Area,Confidence,Lat,Lon
4/22/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,32,28.56001,81.35052
4/22/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,43,28.55268,81.36234
4/22/2024,Lumbini,First name,Dhorpatan Hunting Reserve,99,Dhorpatan Hunting Reserve,73,28.7396,82.78357
4/22/2024,Lumbini,First name,Dhorpatan Hunting Reserve,99,Dhorpatan Hunting Reserve,70,28.74103,82.79376
4/22/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,71,28.52929,81.39345
4/22/2024,Karnali,Surkhet,Chingad,1,,43,28.59326,81.82494
4/22/2024,Karnali,Surkhet,Chingad,1,,51,28.59472,81.83503
4/22/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,77,28.52044,81.39518
4/22/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,32,28.53258,81.47652
4/22/2024,Karnali,Pakshami Rukum,Sani Bheri,7,,71,28.65689,82.32614
4/22/2024,Lumbini,First name,Putha Uttarganga,9,,63,28.71322,82.78934
4/22/2024,Karnali,Surkhet,Birendranagar,10,,57,28.5255,81.61156
4/22/2024,Lumbini,Bardia,Thakurbaba,8,Bardia Rashtriya Nikunj Intermediate Area,36,28.45481,81.2625
4/22/2024,Karnali,Surkhet,Gurbhakot,14,,61,28.52,81.83523
4/22/2024,Karnali,Surkhet,Gurbhakot,14,,34,28.51702,81.87698
4/22/2024,Lumbini,Bardia,Madhuwan,2,Bardia Rashtriya Nikunj Intermediate Area,55,28.4037,81.23737
4/22/2024,Lumbini,Bardia,Madhuwan,4,,59,28.38323,81.2831
4/22/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,52,28.42712,81.57492
4/22/2024,Karnali,Surkhet,Bheriganga,6,,59,28.42597,81.75039
4/22/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,26,28.36237,81.63455
4/22/2024,Lumbini,Bardia,Bansagadhi,8,Bardia Rashtriya Nikunj Intermediate Area,44,28.28289,81.48076
4/22/2024,Gandaki,Myagdi,Dhaulagiri,2,,69,28.53423,83.30061
4/22/2024,Karnali,Salyan,Kalimati,5,,73,28.28485,81.92284
4/22/2024,Lumbini,left,Baijanath,2,,55,28.23014,81.61479
4/22/2024,Lumbini,left,Kohalpur,13,Banke National Park,73,28.25246,81.76478
4/22/2024,Karnali,Salyan,Tribeni,6,,53,28.30587,82.26236
4/22/2024,Karnali,Salyan,Kalimati,2,,70,28.25514,81.97518
4/22/2024,Karnali,Salyan,Tribeni,6,,49,28.2985,82.27397
4/22/2024,Lumbini,left,Kohalpur,13,Banke National Nikunj Central Area,67,28.21256,81.74739
4/22/2024,Lumbini,left,Rapti Sonari,9,Banke National Park,43,28.20964,81.78902
4/22/2024,Lumbini,left,Rapti Sonari,9,Banke National Park,80,28.19934,81.78073
4/22/2024,Lumbini,left,Rapti Sonari,9,Banke National Park,100,28.20082,81.79072
4/22/2024,Lumbini,left,Rapti Sonari,9,Banke National Park,86,28.20229,81.8007
4/22/2024,Lumbini,Rolpa,Tribeni,7,,91,28.30345,82.49813
4/22/2024,Lumbini,left,Rapti Sonari,9,Banke National Park,100,28.19051,81.78242
4/22/2024,Lumbini,left,Rapti Sonari,9,Banke National Park,95,28.19199,81.7924
4/22/2024,Gandaki,Myagdi,Raghuganga,1,,94,28.444,83.5808
4/22/2024,Gandaki,Myagdi,Raghuganga,1,,85,28.4454,83.59124
4/22/2024,Lumbini,left,Rapti Sonari,9,Banke National Park,99,28.18169,81.78411
4/22/2024,Lumbini,left,Rapti Sonari,9,Banke National Park,100,28.18316,81.79409
4/22/2024,Gandaki,Myagdi,Annapurna,7,,55,28.43924,83.6143
4/22/2024,Lumbini,left,Rapti Sonari,9,Banke National Park,90,28.17286,81.7858
4/22/2024,Lumbini,Dang,Babai,2,,67,28.20216,82.04663
4/22/2024,Lumbini,left,Rapti Sonari,8,Banke National Park,72,28.16554,81.859
4/22/2024,Lumbini,left,Rapti Sonari,8,Banke National Park,49,28.14814,81.81756
4/22/2024,Lumbini,left,Rapti Sonari,8,Banke National Park,74,28.14961,81.82754
4/22/2024,Gandaki,Baglung,Nisikhola,1,,84,28.32685,83.13174
4/22/2024,Lumbini,Dang,Babai,5,,84,28.17137,82.09992
4/22/2024,Lumbini,Pyuthan,Naubahini,2,,35,28.28672,82.90901
4/22/2024,Lumbini,Dang,Babai,5,,28,28.16255,82.10158
4/22/2024,Lumbini,left,Rapti Sonari,2,,83,28.11725,81.85423
4/22/2024,Lumbini,left,Rapti Sonari,2,,75,28.11872,81.8642
4/22/2024,Lumbini,Dang,Shantinagar,2,,97,28.16097,82.15299
4/22/2024,Lumbini,Dang,Shantinagar,2,,85,28.16241,82.16295
4/22/2024,Lumbini,Dang,Babai,7,Banke National Nikunj Central Area,61,28.11268,82.07011
4/22/2024,Lumbini,left,Rapti Sonari,6,,34,28.05983,81.77289
4/22/2024,Lumbini,left,Rapti Sonari,2,Banke National Nikunj Central Area,84,28.06555,81.94143
4/22/2024,Lumbini,left,Rapti Sonari,2,Banke National Nikunj Central Area,71,28.05672,81.94311
4/22/2024,Gandaki,Kaski,Annapurna,6,,48,28.29605,83.78146
4/22/2024,Lumbini,Pyuthan,Jhimruk,7,,77,28.17029,82.92598
4/22/2024,Lumbini,Pyuthan,Sworgadwary,9,,88,28.11276,82.70982
4/22/2024,Gandaki,the mountain,Kushma,2,,66,28.24165,83.65147
4/22/2024,Gandaki,the mountain,Kushma,4,,95,28.24302,83.66173
4/22/2024,Gandaki,the mountain,Kushma,3,,56,28.24433,83.67155
4/22/2024,Lumbini,left,Rapti Sonari,1,Banke National Nikunj Central Area,73,28.00957,82.05428
4/22/2024,Lumbini,left,Rapti Sonari,1,Banke National Park,71,28.01538,82.09405
4/22/2024,Lumbini,left,Rapti Sonari,4,,40,27.97467,81.89355
4/22/2024,Lumbini,left,Rapti Sonari,4,,79,27.96878,81.91513
4/22/2024,Lumbini,Pyuthan,Sworgadwary,1,,85,28.059,82.66502
4/22/2024,Lumbini,Pyuthan,Sworgadwary,1,,63,28.06182,82.68493
4/22/2024,Lumbini,Pyuthan,Mandavi,4,,67,28.06321,82.69483
4/22/2024,Lumbini,Gulmi,Isma,2,,75,28.13658,83.22022
4/22/2024,Lumbini,Gulmi,Musikot,3,,32,28.14352,83.2708
4/22/2024,Lumbini,Pyuthan,Mandavi,4,,100,28.053,82.68669
4/22/2024,Lumbini,Pyuthan,Mandavi,4,,40,28.05442,82.69671
4/22/2024,Lumbini,Dang,Rajpur,7,,70,27.95513,82.19358
4/22/2024,Lumbini,Gulmi,Resunga,3,,80,28.10641,83.26724
4/22/2024,Lumbini,Gulmi,Resunga,3,,84,28.09747,83.26876
4/22/2024,Lumbini,Gulmi,Resunga,3,,24,28.09882,83.27865
4/22/2024,Lumbini,Gulmi,Resunga,3,,87,28.08985,83.27998
4/22/2024,Lumbini,Arghakhanchi,Malarani,7,,28,28.05064,83.0631
4/22/2024,far west,Darchula,Shailyashikhar,7,,67,29.69602,80.49583
4/22/2024,far west,Darchula,Lekam,5,,81,29.68539,80.48644
4/22/2024,far west,Darchula,Shailyashikhar,7,,80,29.68701,80.49695
4/22/2024,far west,Baitadi,Dogadakedar,5,,73,29.61469,80.44683
4/22/2024,far west,Baitadi,Pancheshwar,4,,57,29.46311,80.30643
4/22/2024,far west,Baitadi,Patan,1,,71,29.42699,80.49442
4/22/2024,far west,Bajhang,Chabispathivera,4,,72,29.51627,81.08055
4/22/2024,far west,Baitadi,Patan,10,,49,29.44374,80.66315
4/22/2024,Lumbini,Arghakhanchi,Malarani,7,,42,28.05203,83.07312
4/22/2024,Gandaki,Baglung,Jaimuni,8,,41,28.11991,83.56545
4/22/2024,Lumbini,Dang,Rajpur,7,,58,27.92103,82.21581
4/22/2024,Lumbini,Arghakhanchi,Malarani,5,,59,28.04316,83.0748
4/22/2024,Lumbini,Dang,Rajpur,7,,67,27.9122,82.21746
4/22/2024,Lumbini,Dang,Lamahi,9,,65,27.92804,82.32677
4/22/2024,Lumbini,Dang,Ghorahi,3,,71,27.9509,82.48578
4/22/2024,Lumbini,Dang,Banglachuli,3,,73,27.96943,82.61539
4/22/2024,Lumbini,Dang,Banglachuli,3,,69,27.97083,82.62529
4/22/2024,Lumbini,Dang,Lamahi,8,,58,27.90278,82.40292
4/22/2024,Lumbini,Dang,Lamahi,7,,70,27.91275,82.47242
4/22/2024,Lumbini,Dang,Ghorahi,3,,76,27.91418,82.48238
4/22/2024,Lumbini,Arghakhanchi,Chhatradev,6,,38,27.99501,83.18834
4/22/2024,Gandaki,the mountain,Mahashila,1,,73,28.05915,83.66251
4/22/2024,Lumbini,Dang,Rapti,2,,45,27.88805,82.7598
4/22/2024,Gandaki,Sanja,Biruwa,3,,69,28.04443,83.89894
4/22/2024,Gandaki,Sanja,Biruwa,4,,71,28.0458,83.90922
4/22/2024,Lumbini,Arghakhanchi,Sandhikharka,6,,52,27.92363,83.14442
4/22/2024,Lumbini,Dang,Rajpur,4,,54,27.80757,82.38634
4/22/2024,Lumbini,Dang,Rapti,1,,69,27.85409,82.77646
4/22/2024,Lumbini,Dang,Rajpur,1,,66,27.80134,82.46911
4/22/2024,Lumbini,Dang,Rajpur,1,,70,27.79109,82.46077
4/22/2024,Lumbini,Dang,Rajpur,1,,73,27.79251,82.47073
4/22/2024,Lumbini,Arghakhanchi,Sitganga,13,,65,27.82203,83.13753
4/22/2024,Lumbini,Palpa,Rainadevi Chhahara,8,,68,27.82379,83.28301
4/22/2024,Lumbini,Palpa,Rampur,10,,56,27.87889,83.76022
4/22/2024,Lumbini,Palpa,Rampur,10,,72,27.86926,83.75774
4/22/2024,Lumbini,Palpa,Rainadevi Chhahara,7,,52,27.78909,83.3061
4/22/2024,Lumbini,Kapilavastu,Buddhabhumi,3,,45,27.73682,82.99535
4/22/2024,Lumbini,Rupandehi,Devdaha,5,,32,27.67566,83.61663
4/22/2024,Bagmati,Dhading,Siddhalek,4,,52,27.83413,84.84325
4/22/2024,Gandaki,Nawalpur,Madhyabindu,14,,59,27.71238,83.95918
4/22/2024,Gandaki,Nawalpur,Madhyabindu,14,,73,27.71374,83.96935
4/22/2024,Gandaki,Nawalpur,Hupsekot,6,,56,27.71657,83.99048
4/22/2024,Lumbini,Rupandehi,Tillotama,8,,42,27.64122,83.50309
4/22/2024,Bagmati,Dhading,Siddhalek,7,,68,27.82441,84.88589
4/22/2024,Gandaki,Nawalpur,Gaidakot,18,,60,27.73392,84.26187
4/22/2024,Gandaki,Nawalpur,Gaidakot,3,,33,27.72259,84.31926
4/22/2024,Gandaki,Nawalpur,Gaidakot,3,,58,27.72402,84.33023
4/22/2024,Lumbini,Parasite,Sarawal,1,,35,27.59992,83.743
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,87,27.5798,84.14075
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,39,27.5812,84.15145
4/22/2024,Bagmati,Chitwan,Bharatpur,8,Chitwan Rashtriya Nikunj Intermediate Area,68,27.60347,84.46952
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,87,27.54138,84.05575
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,86,27.54281,84.06638
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,73,27.5544,84.29469
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,0,27.49075,83.95608
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,41,27.49919,84.01933
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,60,27.5317,84.26527
4/22/2024,Bagmati,Makwanpur,Kailash,5,,26,27.6161,84.99729
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,70,27.53428,84.57788
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,100,27.52635,84.59045
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,94,27.52777,84.60159
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,86,27.52032,84.58565
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,100,27.52178,84.59678
4/22/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,73,27.52614,84.63014
4/22/2024,Bagmati,Chitwan,Madi,6,Chitwan Rashtriya Nikunj Intermediate Area,67,27.42249,84.34394
4/22/2024,Lumbini,Pyuthan,Sworgadwary,9,,52,28.1116,82.69689
4/22/2024,Karnali,Salyan,Sharada,15,,23,28.39644,82.20836
4/22/2024,Karnali,Surkhet,Chingad,1,,28,28.59538,81.82653
4/22/2024,Karnali,Salyan,Sharada,15,,47,28.39086,82.20427
4/22/2024,Karnali,Salyan,Sharada,12,,26,28.38074,82.21027
4/22/2024,Gandaki,Sanja,Kaligandagi,2,,67,27.95989,83.47157
4/22/2024,Lumbini,Gulmi,Ruru,1,,79,27.95703,83.42715
4/22/2024,Gandaki,Sanja,Kaligandagi,2,,81,27.96311,83.46757
4/22/2024,Lumbini,Gulmi,Ruru,1,,75,27.96036,83.42052
4/22/2024,Gandaki,the mountain,Mahashila,1,,24,28.07564,83.61703
4/22/2024,Gandaki,the mountain,Bihadi,1,,45,28.07828,83.61191
4/22/2024,Lumbini,Gulmi,Musikot,3,,59,28.10896,83.27216
4/22/2024,Lumbini,Pyuthan,Sworgadwary,9,,67,28.10416,82.70482
4/22/2024,Lumbini,Gulmi,Musikot,3,,69,28.11333,83.268
4/22/2024,Gandaki,Sanja,Kaligandagi,2,,62,27.96425,83.46838
4/22/2024,Lumbini,Pyuthan,Mandavi,2,,59,28.03539,82.72523
4/22/2024,Lumbini,Palpa,Mathagadhi,6,,71,27.68232,83.66415
4/22/2024,Karnali,Surkhet,Simta,5,,24,28.56202,81.92439
4/22/2024,Lumbini,Dang,Babai,3,,64,28.23479,82.13821
4/22/2024,Lumbini,Dang,Babai,4,,55,28.23257,82.16185
4/22/2024,Lumbini,Gulmi,Resunga,14,,80,28.10822,83.29951
4/22/2024,Lumbini,Pyuthan,Sworgadwary,9,,33,28.11549,82.707
4/22/2024,Lumbini,Gulmi,Satyawati,1,,90,27.97645,83.46849
4/23/2024,Koshi,Morang,Letang,1,,57,26.79202,87.5016
4/23/2024,Koshi,Khotang,Halesi Tuwachung,7,,79,27.20643,86.62911
4/23/2024,Koshi,Khotang,Halesi Tuwachung,7,,49,27.20166,86.62597
4/23/2024,Koshi,Taplejung,Phaktanglung,6,Kanchenjunga Conservation Area,70,27.53533,87.77837
4/23/2024,Lumbini,Gulmi,Ruru,1,,62,27.94083,83.42189
4/23/2024,Lumbini,Pyuthan,Pyuthan,7,,87,28.13003,82.86543
4/23/2024,Karnali,Pakshami Rukum,Chaurjahari,6,,60,28.66735,82.28172
4/23/2024,far west,surprise,Dhakari,5,,60,28.92861,81.17007
4/23/2024,far west,Dottie,Jorayal,3,,36,29.11923,80.7351
4/23/2024,Lumbini,Pyuthan,Pyuthan,7,,73,28.11902,82.86092
4/23/2024,Lumbini,Pyuthan,Pyuthan,4,,60,28.13549,82.85385
4/23/2024,Lumbini,Rolpa,Suwarnabati,2,,48,28.22858,82.67646
4/23/2024,Karnali,Pakshami Rukum,Chaurjahari,12,,61,28.65118,82.28489
4/23/2024,Koshi,Morang,Letang,7,,64,26.8508,87.51315
4/23/2024,Koshi,Dhankuta,Chaubise,3,,67,26.92367,87.50435
4/23/2024,Koshi,Udaipur,Chaudandigadhi,8,,100,26.84628,86.8823
4/23/2024,Koshi,Udaipur,Triyuga,16,,79,26.86383,86.68724
4/23/2024,Koshi,Khotang,Jantedhunga,2,,97,26.92519,86.9288
4/23/2024,Koshi,Udaipur,Triyuga,16,,93,26.88469,86.64287
4/23/2024,Koshi,Udaipur,Rautamai,5,,93,26.95668,86.75562
4/23/2024,Koshi,Udaipur,Rautamai,5,,100,26.95529,86.7459
4/23/2024,Koshi,Khotang,Barahapokhari,1,,43,26.98549,86.8315
4/23/2024,Koshi,Khotang,Barahapokhari,1,,35,26.9841,86.82159
4/23/2024,Koshi,Khotang,Barahapokhari,1,,77,26.97712,86.77218
4/23/2024,Bagmati,Sindhuli,Dudhouli,13,,49,27.02002,86.30048
4/23/2024,Koshi,Khotang,Halesi Tuwachung,5,,84,27.18052,86.57507
4/23/2024,Bagmati,Sindhuli,Phikkal,5,,37,27.20387,86.29613
4/23/2024,Bagmati,Sindhuli,Phikkal,5,,53,27.20245,86.28649
4/23/2024,Bagmati,Sindhuli,Phikkal,4,,62,27.21324,86.28854
4/23/2024,Madhesh,Sarlahi,Hariwan,1,,100,27.12892,85.59666
4/23/2024,Madhesh,Sarlahi,Hariwan,1,,83,27.1423,85.56266
4/23/2024,Bagmati,Sindhuli,Marin,4,,88,27.19681,85.74207
4/23/2024,Koshi,Okhaldhunga,Molung,1,,54,27.31714,86.44249
4/23/2024,Koshi,Okhaldhunga,Molung,1,,87,27.32813,86.4444
4/23/2024,Bagmati,Sindhuli,Golanjor,5,,82,27.29804,85.98812
4/23/2024,Bagmati,Sindhuli,Golanjor,5,,70,27.29658,85.9782
4/23/2024,Bagmati,Sindhuli,Sunkoshi,7,,100,27.35,85.90083
4/23/2024,Bagmati,Sindhuli,Sunkoshi,5,,100,27.35883,85.89875
4/23/2024,Bagmati,Sindhuli,Hariharpurgadhi,3,,73,27.30642,85.4872
4/23/2024,Bagmati,Makwanpur,Bagmati,7,,78,27.31459,85.35702
4/23/2024,Bagmati,Sindhuli,Sunkoshi,4,,65,27.39292,85.81971
4/23/2024,Bagmati,Makwanpur,Bagmati,7,,45,27.32361,85.35516
4/23/2024,Bagmati,Ramechap,Manthali,10,,67,27.45386,86.04013
4/23/2024,Bagmati,Ramechap,Manthali,13,,67,27.49373,86.06343
4/23/2024,Bagmati,Ramechap,Sunapati,5,,97,27.46577,85.87327
4/23/2024,Bagmati,Kavrepalanchok,Bethanchowk,6,,28,27.52113,85.56316
4/23/2024,Madhesh,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Nikunj,75,27.40552,84.74429
4/23/2024,Bagmati,Kavrepalanchok,Namobuddha,4,,57,27.57357,85.66805
4/23/2024,Bagmati,dolakha,Sailung,4,,45,27.65853,85.99039
4/23/2024,Bagmati,Kavrepalanchok,Bhumlu,10,,58,27.61645,85.70581
4/23/2024,Bagmati,dolakha,Bigu,3,Gourishankar Conservation Area,25,27.7796,86.188
4/23/2024,Bagmati,Sindhupalchok,Sunkoshi,4,,48,27.73086,85.79291
4/23/2024,Bagmati,Sindhupalchok,Chautara SangachokGadhi,14,,63,27.72317,85.6792
4/23/2024,Gandaki,Nawalpur,Hupsekot,4,,58,27.70727,84.12552
4/23/2024,Gandaki,Nawalpur,Kawasoti,1,,96,27.71277,84.13047
4/23/2024,Gandaki,Nawalpur,Hupsekot,4,,45,27.7109,84.11898
4/23/2024,Gandaki,Nawalpur,Gaidakot,18,,66,27.75394,84.26479
4/23/2024,Bagmati,Nuwakot,Bidur,13,,93,27.95533,85.07675
4/23/2024,Bagmati,Nuwakot,Meghang,6,,100,27.95371,85.06622
4/23/2024,Gandaki,Tanahun,Ghiring,2,,69,27.90933,84.01915
4/23/2024,Lumbini,Dang,Banglachuli,4,,100,28.02724,82.63354
4/23/2024,Karnali,Salyan,Sharada,11,,83,28.33709,82.15963
4/23/2024,Lumbini,Rolpa,Tribeni,4,,69,28.29357,82.44145
4/23/2024,Lumbini,Rolpa,Tribeni,4,,73,28.28342,82.44447
4/23/2024,Lumbini,Rolpa,Suwarnabati,2,,100,28.22806,82.66016
4/23/2024,Lumbini,Pyuthan,Sworgadwary,7,,84,28.13848,82.74004
4/23/2024,far west,Dottie,K I Singh,3,,58,29.21728,80.98589
4/23/2024,far west,surprise,Turmakhad,3,,94,28.9107,81.47849
4/23/2024,Karnali,Surkhet,Chaukune,6,,32,28.90689,81.32934
4/23/2024,far west,Kailali,Mohanyal,2,,60,28.84997,81.01166
4/23/2024,far west,Dottie,Bogtan,3,,68,28.97877,81.07965
4/23/2024,Lumbini,Pyuthan,Mandavi,2,,82,28.0352,82.74018
4/23/2024,Lumbini,Dang,Banglachuli,4,,93,28.01827,82.62814
4/23/2024,far west,Dadeldhura,Nawadurga,4,,89,29.38655,80.70706
4/23/2024,Lumbini,Dang,Banglachuli,4,,100,28.02047,82.6412
4/23/2024,Lumbini,Pyuthan,Mandavi,2,,98,28.03587,82.7326
4/23/2024,Lumbini,Gulmi,Resunga,14,,90,28.10742,83.28741
4/23/2024,Lumbini,Pyuthan,Mandavi,2,,95,28.04309,82.72486
4/23/2024,Lumbini,Dang,Banglachuli,4,,100,28.01706,82.63594
4/23/2024,Lumbini,Pyuthan,Mandavi,2,,10,28.02856,82.70191
4/23/2024,Lumbini,Pyuthan,Mandavi,2,,26,28.03307,82.72784
4/23/2024,Lumbini,Gulmi,Gulmidarbar,7,,64,28.01482,83.28694
4/23/2024,Gandaki,Lamjung,MadhyaNepal,8,,82,28.19397,84.27871
4/23/2024,Lumbini,Arghakhanchi,Sandhikharka,11,,55,28.01355,83.15526
4/23/2024,Lumbini,Dang,Lamahi,1,,75,27.92038,82.61475
4/23/2024,Lumbini,Pyuthan,Mandavi,4,,59,28.07652,82.7355
4/23/2024,Lumbini,Pyuthan,Mandavi,4,,86,28.06623,82.73689
4/23/2024,Karnali,Salyan,Kumakhmalika,2,,79,28.54684,82.17331
4/23/2024,far west,Dottie,Dipayal Silgadi,8,,33,29.21821,80.99229
4/23/2024,far west,Dottie,Jorayal,4,,46,29.12016,80.64738
4/23/2024,Lumbini,Pyuthan,Sworgadwary,8,,91,28.13588,82.78545
4/23/2024,Lumbini,Pyuthan,Sworgadwary,8,,26,28.13848,82.7918
4/23/2024,far west,Dadeldhura,Alital,7,,27,29.07845,80.48738
4/23/2024,far west,Kailali,Godawari,4,,61,28.94341,80.56721
4/23/2024,Lumbini,Pyuthan,Pyuthan,7,,100,28.12932,82.86169
4/23/2024,Lumbini,Pyuthan,Pyuthan,8,,97,28.13147,82.87447
4/23/2024,Lumbini,Pyuthan,Sworgadwary,9,,39,28.08216,82.70697
4/23/2024,Lumbini,Pyuthan,Mandavi,4,,52,28.07211,82.70976
4/23/2024,Lumbini,Pyuthan,Mandavi,4,,100,28.07446,82.72348
4/23/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,71,28.48922,81.26286
4/23/2024,Karnali,Surkhet,Chingad,1,,39,28.61308,81.83353
4/23/2024,Karnali,Surkhet,Barahtal,2,,65,28.59722,81.53516
4/23/2024,Karnali,Surkhet,Birendranagar,15,,14,28.64815,81.69401
4/23/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,32,28.58411,81.33679
4/23/2024,Karnali,Jajarkot,Junichande,5,,88,28.80734,82.0087
4/23/2024,Karnali,Surkhet,Panchpuri,1,,73,28.83075,81.48714
4/23/2024,far west,Kailali,Mohanyal,3,,61,28.80554,81.14912
4/23/2024,Karnali,Dailekh,Chamunda Bindrasaini,7,,55,28.91366,81.49517
4/23/2024,far west,Dottie,K I Singh,3,,58,29.2077,80.98492
4/23/2024,far west,Dadeldhura,Alital,1,,63,29.15492,80.54976
4/23/2024,Karnali,Salyan,Bangad Kupinde,8,,67,28.4009,82.06773
4/23/2024,far west,Dadeldhura,Parashuram,1,,63,29.14551,80.43362
4/23/2024,far west,Dadeldhura,Parashuram,10,,57,29.10191,80.35626
4/23/2024,Lumbini,Pyuthan,Pyuthan,7,,80,28.11921,82.86244
4/23/2024,Lumbini,Pyuthan,Pyuthan,4,,21,28.12144,82.84946
4/23/2024,Lumbini,Pyuthan,Pyuthan,2,,57,28.13001,82.79967
4/23/2024,Lumbini,Pyuthan,Sworgadwary,8,,78,28.13209,82.7876
4/23/2024,Lumbini,Rolpa,Suwarnabati,2,,100,28.23538,82.66526
4/23/2024,Lumbini,Rolpa,Tribeni,4,,74,28.28142,82.45332
4/23/2024,Lumbini,Gulmi,Isma,4,,34,28.16792,83.23192
4/23/2024,far west,Dadeldhura,Parashuram,1,,62,29.17096,80.3865
4/23/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,71,28.50603,81.49138
4/23/2024,far west,Dadeldhura,Parashuram,10,,89,29.10037,80.36629
4/23/2024,far west,Dadeldhura,Parashuram,10,,37,29.08998,80.37471
4/23/2024,far west,Dadeldhura,Alital,7,,71,29.07291,80.48553
4/23/2024,far west,Dottie,Bogtan,3,,46,28.97837,81.09043
4/23/2024,far west,Dottie,Bogtan,3,,34,28.97264,81.06837
4/23/2024,far west,Dottie,Bogtan,3,,100,28.97098,81.0788
4/23/2024,Karnali,Dailekh,Chamunda Bindrasaini,7,,34,28.90543,81.48789
4/23/2024,far west,surprise,Turmakhad,3,,68,28.89631,81.48638
4/23/2024,far west,surprise,Dhakari,5,,55,28.92917,81.16669
4/23/2024,far west,surprise,Dhakari,5,,71,28.92756,81.17677
4/23/2024,Karnali,Surkhet,Chaukune,6,,59,28.90219,81.33447
4/23/2024,far west,surprise,Dhakari,5,,52,28.91346,81.20679
4/23/2024,Karnali,Pakshami Rukum,Aathbiskot,14,,22,28.72268,82.30254
4/23/2024,Karnali,Pakshami Rukum,Sani Bheri,4,,87,28.68387,82.32515
4/23/2024,Karnali,Pakshami Rukum,Sani Bheri,7,,38,28.67421,82.32483
4/23/2024,Karnali,Pakshami Rukum,Sani Bheri,2,,41,28.67099,82.28602
4/23/2024,Karnali,Surkhet,Barahtal,6,,55,28.77808,81.46721
4/23/2024,far west,Kailali,Mohanyal,5,,64,28.79603,80.83929
4/23/2024,Karnali,Surkhet,Chingad,1,,94,28.60964,81.81495
4/23/2024,Karnali,Salyan,Kumakhmalika,2,,45,28.54961,82.17146
4/23/2024,Karnali,Surkhet,Chingad,1,,67,28.6014,81.81871
4/23/2024,Karnali,Salyan,Kumakhmalika,3,,75,28.54257,82.17647
4/23/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,90,28.53632,81.42079
4/23/2024,Lumbini,Bardia,Bardiya National Park,99,Bardia National Park,37,28.53464,81.43111
4/23/2024,Bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,45,27.53973,84.15895
4/23/2024,Lumbini,Arghakhanchi,Sitganga,14,,77,27.76797,83.21745
4/23/2024,Lumbini,Palpa,Mathagadhi,5,,67,27.72725,83.56664
4/23/2024,Bagmati,Sindhuli,Sunkoshi,5,,56,27.3513,85.89173
4/23/2024,Lumbini,Dang,Banglachuli,4,,63,28.02335,82.64444
4/23/2024,Lumbini,Pyuthan,Pyuthan,2,,9,28.11811,82.81039
4/24/2024,Lumbini,Pyuthan,Sworgadwary,9,,77,28.09156,82.70593
4/24/2024,Gandaki,Gurkha,Sulikot,6,,70,28.07442,84.70527
4/24/2024,Lumbini,Rolpa,Suwarnabati,2,,83,28.2185,82.66422
4/24/2024,Koshi,Sankhuvasabha,Bhotkhola,4,Makalu Barun National Nikunj Intermediate Zone,43,27.67443,87.36559
4/24/2024,Lumbini,Dang,Banglachuli,3,,66,28.025,82.64987
4/24/2024,Lumbini,Pyuthan,Mandavi,4,,45,28.07421,82.70441
4/24/2024,Lumbini,Rolpa,Suwarnabati,2,,84,28.21993,82.67281
4/24/2024,Gandaki,Gurkha,Sulikot,6,,61,28.07495,84.6774
4/24/2024,Gandaki,Gurkha,Sulikot,8,,63,28.07241,84.71307
4/24/2024,Lumbini,Pyuthan,Sworgadwary,9,,77,28.0935,82.7094
4/24/2024,Lumbini,Rolpa,Suwarnabati,2,,68,28.23566,82.66951
